@relation A012VibTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute label {A,B,C}
@data
118.0,57.0,26.0,13.0,17.0,17.0,11.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,A
1365.0,471.0,274.0,155.0,49.0,28.0,22.0,12.0,8.0,13.0,9.0,7.0,5.0,6.0,7.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,7.0,9.0,6.0,7.0,13.0,A
1537.0,649.0,271.0,138.0,42.0,27.0,21.0,11.0,6.0,7.0,8.0,5.0,4.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,8.0,9.0,4.0,7.0,13.0,A
1522.0,604.0,181.0,113.0,92.0,59.0,26.0,16.0,12.0,7.0,9.0,7.0,7.0,4.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,7.0,9.0,4.0,7.0,14.0,A
1333.0,570.0,159.0,96.0,80.0,44.0,20.0,10.0,9.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,8.0,9.0,5.0,5.0,6.0,A
1056.0,456.0,196.0,72.0,52.0,24.0,18.0,15.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,6.0,3.0,5.0,10.0,A
863.0,456.0,122.0,64.0,33.0,17.0,10.0,7.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,A
793.0,339.0,149.0,44.0,30.0,25.0,11.0,7.0,7.0,4.0,7.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,A
1154.0,325.0,232.0,117.0,67.0,55.0,27.0,21.0,15.0,11.0,7.0,7.0,8.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,3.0,6.0,6.0,5.0,8.0,12.0,A
1118.0,234.0,130.0,82.0,38.0,16.0,8.0,9.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,7.0,5.0,7.0,12.0,A
1035.0,247.0,103.0,62.0,32.0,17.0,11.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,5.0,7.0,12.0,A
1054.0,251.0,103.0,60.0,39.0,25.0,9.0,7.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,7.0,A
1217.0,368.0,142.0,49.0,45.0,32.0,9.0,6.0,7.0,6.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,7.0,12.0,A
1184.0,364.0,142.0,59.0,51.0,32.0,15.0,10.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,7.0,12.0,A
118.0,25.0,20.0,34.0,32.0,20.0,6.0,8.0,8.0,7.0,6.0,5.0,5.0,6.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,A
1079.0,304.0,168.0,124.0,36.0,22.0,16.0,15.0,14.0,9.0,8.0,8.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,8.0,12.0,A
1282.0,399.0,213.0,156.0,56.0,29.0,17.0,15.0,11.0,9.0,8.0,5.0,6.0,7.0,4.0,4.0,3.0,3.0,6.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,9.0,16.0,A
1493.0,412.0,202.0,162.0,85.0,39.0,24.0,21.0,15.0,7.0,5.0,7.0,8.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,4.0,7.0,5.0,2.0,4.0,6.0,3.0,9.0,18.0,A
1448.0,454.0,177.0,142.0,56.0,32.0,29.0,19.0,9.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,4.0,7.0,14.0,A
1449.0,555.0,201.0,131.0,67.0,35.0,27.0,22.0,15.0,9.0,6.0,6.0,7.0,6.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,9.0,9.0,4.0,4.0,6.0,A
1164.0,406.0,102.0,78.0,42.0,28.0,22.0,11.0,10.0,6.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,6.0,8.0,4.0,5.0,4.0,A
131.0,52.0,30.0,14.0,11.0,12.0,7.0,7.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,A
739.0,283.0,151.0,81.0,29.0,26.0,14.0,18.0,15.0,17.0,12.0,9.0,13.0,10.0,4.0,10.0,9.0,8.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,9.0,A
739.0,283.0,151.0,81.0,29.0,19.0,14.0,11.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,9.0,A
525.0,159.0,99.0,41.0,21.0,8.0,7.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,A
504.0,178.0,118.0,36.0,15.0,8.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,A
565.0,184.0,118.0,36.0,22.0,21.0,10.0,7.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,A
497.0,140.0,97.0,44.0,20.0,21.0,11.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,A
541.0,139.0,104.0,45.0,20.0,14.0,10.0,6.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,6.0,6.0,7.0,A
534.0,190.0,84.0,50.0,30.0,15.0,12.0,9.0,9.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,A
234.0,65.0,45.0,19.0,15.0,12.0,9.0,7.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,A
447.0,198.0,98.0,44.0,20.0,13.0,10.0,6.0,3.0,3.0,3.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,7.0,A
384.0,171.0,103.0,51.0,23.0,12.0,7.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,A
416.0,120.0,73.0,35.0,16.0,13.0,6.0,6.0,7.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,A
445.0,217.0,105.0,46.0,22.0,24.0,16.0,10.0,7.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,6.0,A
272.0,171.0,105.0,38.0,13.0,11.0,11.0,7.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,A
1050.0,665.0,247.0,100.0,76.0,33.0,20.0,12.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,6.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,5.0,6.0,4.0,7.0,9.0,A
895.0,297.0,135.0,100.0,76.0,33.0,19.0,11.0,7.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,6.0,6.0,3.0,5.0,6.0,A
829.0,282.0,98.0,92.0,46.0,29.0,14.0,10.0,7.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,7.0,A
454.0,145.0,43.0,13.0,23.0,12.0,6.0,4.0,5.0,6.0,4.0,6.0,6.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,A
199.0,105.0,56.0,31.0,22.0,13.0,11.0,10.0,6.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,A
194.0,77.0,58.0,18.0,18.0,12.0,15.0,12.0,8.0,4.0,5.0,8.0,5.0,7.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,A
464.0,210.0,103.0,66.0,43.0,30.0,18.0,11.0,14.0,9.0,5.0,5.0,7.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,7.0,5.0,4.0,7.0,A
431.0,250.0,279.0,152.0,85.0,57.0,30.0,16.0,16.0,11.0,5.0,5.0,7.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,A
346.0,224.0,112.0,75.0,34.0,13.0,12.0,12.0,8.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,A
373.0,407.0,344.0,132.0,51.0,36.0,29.0,14.0,9.0,9.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,A
375.0,407.0,344.0,132.0,42.0,36.0,29.0,14.0,10.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,A
323.0,175.0,144.0,89.0,32.0,17.0,16.0,12.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,A
412.0,225.0,131.0,89.0,32.0,20.0,16.0,13.0,10.0,10.0,6.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,A
412.0,117.0,63.0,59.0,29.0,20.0,8.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,A
225.0,119.0,113.0,62.0,43.0,19.0,12.0,8.0,7.0,5.0,7.0,7.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,A
