@relation A012VibTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute label {A,B,C}
@data
349.0,134.0,63.0,43.0,25.0,13.0,12.0,9.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,A
471.0,199.0,72.0,47.0,41.0,24.0,20.0,18.0,9.0,8.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,3.0,6.0,A
468.0,200.0,57.0,30.0,18.0,15.0,7.0,7.0,9.0,8.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,9.0,A
456.0,200.0,55.0,18.0,13.0,13.0,10.0,7.0,9.0,10.0,9.0,7.0,7.0,6.0,5.0,7.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,A
765.0,281.0,75.0,39.0,21.0,11.0,9.0,8.0,8.0,10.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,6.0,A
783.0,259.0,61.0,57.0,26.0,9.0,12.0,9.0,13.0,13.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,A
681.0,231.0,77.0,28.0,17.0,20.0,16.0,10.0,9.0,9.0,11.0,9.0,9.0,7.0,5.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,7.0,4.0,5.0,7.0,A
601.0,201.0,55.0,35.0,19.0,10.0,7.0,8.0,6.0,6.0,6.0,9.0,9.0,7.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,A
637.0,212.0,63.0,36.0,20.0,11.0,8.0,8.0,6.0,5.0,4.0,5.0,6.0,6.0,7.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,A
447.0,105.0,37.0,23.0,10.0,10.0,7.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,A
652.0,231.0,90.0,43.0,27.0,17.0,10.0,4.0,3.0,3.0,6.0,5.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,5.0,2.0,3.0,A
750.0,279.0,88.0,37.0,33.0,13.0,10.0,9.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,5.0,3.0,6.0,A
750.0,279.0,101.0,34.0,33.0,22.0,10.0,7.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,3.0,7.0,10.0,A
741.0,313.0,105.0,39.0,23.0,20.0,6.0,7.0,5.0,6.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,6.0,3.0,5.0,9.0,A
741.0,225.0,63.0,43.0,32.0,26.0,12.0,9.0,7.0,6.0,3.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,A
599.0,173.0,43.0,26.0,17.0,15.0,9.0,7.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,A
613.0,236.0,67.0,38.0,27.0,15.0,12.0,9.0,7.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,9.0,A
631.0,305.0,108.0,47.0,20.0,16.0,9.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,9.0,A
652.0,343.0,151.0,53.0,35.0,16.0,14.0,11.0,5.0,7.0,9.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,6.0,A
652.0,355.0,143.0,39.0,26.0,16.0,11.0,9.0,7.0,7.0,9.0,6.0,6.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,7.0,7.0,A
590.0,271.0,105.0,55.0,27.0,16.0,9.0,10.0,8.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,5.0,6.0,A
557.0,232.0,109.0,47.0,18.0,12.0,9.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,A
115.0,41.0,24.0,11.0,13.0,7.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,A
250.0,58.0,28.0,31.0,22.0,10.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,B
242.0,72.0,27.0,32.0,21.0,11.0,7.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,B
384.0,125.0,91.0,40.0,26.0,20.0,16.0,9.0,7.0,5.0,4.0,6.0,7.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,B
225.0,83.0,86.0,37.0,16.0,11.0,7.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,B
278.0,112.0,58.0,36.0,23.0,11.0,11.0,10.0,7.0,6.0,4.0,6.0,7.0,6.0,7.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,B
281.0,120.0,58.0,27.0,13.0,11.0,7.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,2.0,2.0,5.0,B
277.0,60.0,67.0,38.0,22.0,23.0,6.0,6.0,4.0,10.0,7.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,B
328.0,82.0,85.0,58.0,38.0,25.0,8.0,4.0,6.0,10.0,9.0,5.0,6.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,B
236.0,34.0,25.0,15.0,11.0,10.0,7.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,B
280.0,79.0,43.0,36.0,32.0,18.0,5.0,4.0,8.0,8.0,6.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,B
315.0,163.0,86.0,23.0,10.0,8.0,6.0,5.0,4.0,6.0,7.0,6.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,B
295.0,148.0,77.0,22.0,8.0,7.0,6.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,B
329.0,142.0,68.0,44.0,26.0,13.0,7.0,7.0,6.0,6.0,6.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,B
294.0,68.0,26.0,25.0,13.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,B
370.0,143.0,93.0,70.0,33.0,14.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,B
354.0,126.0,92.0,61.0,17.0,6.0,8.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,6.0,B
393.0,131.0,74.0,56.0,26.0,9.0,11.0,7.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,B
258.0,119.0,19.0,8.0,11.0,6.0,7.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,B
389.0,144.0,54.0,35.0,24.0,7.0,7.0,6.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,B
146.0,31.0,28.0,35.0,24.0,10.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,B
341.0,123.0,58.0,27.0,13.0,12.0,10.0,8.0,6.0,5.0,4.0,5.0,5.0,3.0,6.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,B
341.0,95.0,34.0,24.0,11.0,10.0,9.0,7.0,6.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,B
356.0,104.0,33.0,9.0,11.0,8.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,B
160.0,75.0,14.0,11.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,B
548.0,187.0,60.0,42.0,25.0,20.0,10.0,7.0,7.0,7.0,8.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,B
548.0,219.0,53.0,23.0,20.0,20.0,10.0,7.0,4.0,7.0,8.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,B
406.0,93.0,60.0,32.0,25.0,21.0,7.0,5.0,8.0,7.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,B
348.0,121.0,67.0,20.0,18.0,14.0,9.0,10.0,7.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,6.0,5.0,B
256.0,109.0,22.0,6.0,12.0,11.0,6.0,5.0,6.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,B
